sample_number,x1,y1,x2,y2,MFC6,MFC7,MFC8,MFC9,MFC10,MFC1,MFC2,MFC3,MFC4,MFC5,total flow rate,Comments,mfc10_residual,Day,number of leakage,quality
939,7680,600,6930,4100,,,,,,,,,,,0,,,,2,
940,6930,4100,,,,,,,,,,,,,0,,,,1,
941,6930,4100,11930,3850,,,,,,,,,,,0,,,,2,
942,,,,,,,,,,,,,,,0,repeat,,,1,
943,11930,3850,2930,4600,,,,,,,,,,,0,,,,2,
944,2930,4600,,,,,,,,,,,,,0,,,,1,
945,2930,4600,9930,3600,,,,,,,,,,,0,,,,2,
946,,,,,,,,,,,,,,,0,repeat,,,1,
947,9930,3600,13680,600,,,,,,,,,,,0,,,,2,
948,13680,600,,,,,,,,,,,,,0,,,,1,
949,13680,600,8930,4350,,,,,,,,,,,0,,,,2,
950,,,,,,,,,,,,,,,0,repeat,,,1,
951,8930,4350,11430,1850,,,,,,,,,,,0,,,,2,
952,11430,1850,,,,,,,,,,,,,0,,,,1,
953,11430,1850,9430,4100,,,,,,,,,,,0,,,,2,
954,9430,4100,,,,,,,,,,,,,0,,,,1,
955,9430,4100,13430,1100,,,,,,,,,,,0,,,,2,
956,13430,1100,,,,,,,,,,,,,0,,,,1,
957,13430,1100,9430,3350,,,,,,,,,,,0,,,,2,
958,,,,,,,,,,,,,,,0,repeat,,,1,
959,9430,3350,10930,4850,,,,,,,,,,,0,,,,2,
960,10930,4850,,,,,,,,,,,,,0,,,,1,
961,10930,4850,8180,2100,,,,,,,,,,,0,,,,2,
962,,,,,,,,,,,,,,,0,repeat,,,1,
963,8180,2100,1430,4350,,,,,,,,,,,0,,,,2,
964,1430,4350,,,,,,,,,,,,,0,,,,1,
965,1430,4350,430,1100,,,,,,,,,,,0,,,,2,
966,430,1100,,,,,,,,,,,,,0,,,,1,
967,430,1100,4180,1350,,,,,,,,,,,0,,,,2,
968,4180,1350,,,,,,,,,,,,,0,,,,1,
969,4180,1350,14180,1600,,,,,,,,,,,0,,,,2,
970,14180,1600,,,,,,,,,,,,,0,,,,1,
971,14180,1600,5680,2100,,,,,,,,,,,0,,,,2,
972,5680,2100,,,,,,,,,,,,,0,,,,1,
973,5680,2100,1180,4850,,,,,,,,,,,0,,,,2,
974,1180,4850,,,,,,,,,,,,,0,,,,1,
975,1180,4850,10680,5100,,,,,,,,,,,0,,,,2,
976,,,,,,,,,,,,,,,0,repeat,,,1,
977,10680,5100,14930,2600,,,,,,,,,,,0,,,,2,
978,,,,,,,,,,,,,,,0,repeat,,,1,
979,14930,2600,5680,850,,,,,,,,,,,0,,,,2,
980,5680,850,,,,,,,,,,,,,0,,,,1,
981,5680,850,14680,1350,,,,,,,,,,,0,,,,2,
982,,,,,,,,,,,,,,,0,repeat,,,1,
983,14680,1350,10180,2350,,,,,,,,,,,0,,,,2,
984,10180,2350,,,,,,,,,,,,,0,,,,1,
985,10180,2350,12930,4350,,,,,,,,,,,0,,,,2,
986,,,,,,,,,,,,,,,0,repeat,,,1,
987,12930,4350,14930,2100,,,,,,,,,,,0,,,,2,
988,14930,2100,,,,,,,,,,,,,0,,,,1,
989,14930,2100,7680,2600,,,,,,,,,,,0,,,,2,
990,7680,2600,,,,,,,,,,,,,0,,,,1,
991,7680,2600,7680,350,,,,,,,,,,,0,,,,2,
992,7680,350,,,,,,,,,,,,,0,,,,1,
993,7680,350,9430,3600,,,,,,,,,,,0,,,,2,
994,,,,,,,,,,,,,,,0,repeat,,,1,
995,9430,3600,8930,4100,,,,,,,,,,,0,,,,2,
996,,,,,,,,,,,,,,,0,repeat,,,1,
997,8930,4100,7430,1850,,,,,,,,,,,0,,,,2,
998,7430,1850,,,,,,,,,,,,,0,,,,1,
999,7430,1850,5930,350,,,,,,,,,,,0,,,,2,
1000,,,,,,,,,,,,,,,0,repeat,,,1,
1001,5930,350,180,2100,,,,,,,,,,,0,,,,2,
1002,,,,,,,,,,,,,,,0,repeat,,,1,
1003,180,2100,11930,1350,,,,,,,,,,,0,,,,2,
1004,11930,1350,,,,,,,,,,,,,0,,,,1,
1005,11930,1350,6180,1600,,,,,,,,,,,0,,,,2,
1006,,,,,,,,,,,,,,,0,repeat,,,1,
1007,6180,1600,9430,3850,,,,,,,,,,,0,,,,2,
1008,9430,3850,,,,,,,,,,,,,0,,,,1,
1009,9430,3850,4430,2350,,,,,,,,,,,0,,,,2,
1010,4430,2350,,,,,,,,,,,,,0,,,,1,
1011,4430,2350,12180,4100,,,,,,,,,,,0,,,,2,
1012,12180,4100,,,,,,,,,,,,,0,,,,1,
1013,12180,4100,11680,2850,,,,,,,,,,,0,,,,2,
1014,,,,,,,,,,,,,,,0,repeat,,,1,
1015,11680,2850,13680,1350,,,,,,,,,,,0,,,,2,
1016,13680,1350,,,,,,,,,,,,,0,,,,1,
1017,13680,1350,11930,4850,,,,,,,,,,,0,,,,2,
1018,11930,4850,,,,,,,,,,,,,0,,,,1,
1019,11930,4850,2930,3350,,,,,,,,,,,0,,,,2,
1020,,,,,,,,,,,,,,,0,repeat,,,1,
1021,2930,3350,8430,2850,,,,,,,,,,,0,,,,2,
1022,8430,2850,,,,,,,,,,,,,0,,,,1,
1023,8430,2850,13930,1850,,,,,,,,,,,0,,,,2,
1024,13930,1850,,,,,,,,,,,,,0,,,,1,
1025,13930,1850,1930,4100,,,,,,,,,,,0,,,,2,
1026,1930,4100,,,,,,,,,,,,,0,,,,1,
1027,1930,4100,13680,3850,,,,,,,,,,,0,,,,2,
1028,13680,3850,,,,,,,,,,,,,0,,,,1,
1029,13680,3850,9180,100,,,,,,,,,,,0,,,,2,
1030,,,,,,,,,,,,,,,0,repeat,,,1,
1031,9180,100,5930,4600,,,,,,,,,,,0,,,,2,
1032,5930,4600,,,,,,,,,,,,,0,,,,1,
1033,5930,4600,2180,600,,,,,,,,,,,0,,,,2,
1034,,,,,,,,,,,,,,,0,repeat,,,1,
1035,2180,600,1430,2600,,,,,,,,,,,0,,,,2,
1036,1430,2600,,,,,,,,,,,,,0,,,,1,
1037,1430,2600,9680,1600,,,,,,,,,,,0,,,,2,
1038,,,,,,,,,,,,,,,0,repeat,,,1,
1039,9680,1600,430,1100,,,,,,,,,,,0,,,,2,
1040,,,,,,,,,,,,,,,0,repeat,,,1,
1041,430,1100,1430,1100,,,,,,,,,,,0,,,,2,
1042,,,,,,,,,,,,,,,0,repeat,,,1,
1043,1430,1100,9680,1350,,,,,,,,,,,0,,,,2,
1044,,,,,,,,,,,,,,,0,repeat,,,1,
1045,9680,1350,6180,850,,,,,,,,,,,0,,,,2,
1046,,,,,,,,,,,,,,,0,repeat,,,1,
1047,6180,850,3930,4350,,,,,,,,,,,0,,,,2,
1048,,,,,,,,,,,,,,,0,repeat,,,1,
1049,3930,4350,12680,5100,,,,,,,,,,,0,,,,2,
1050,12680,5100,,,,,,,,,,,,,0,,,,1,
1051,12680,5100,13930,2350,,,,,,,,,,,0,,,,2,
1052,13930,2350,,,,,,,,,,,,,0,,,,1,
1053,13930,2350,12430,1100,,,,,,,,,,,0,,,,2,
1054,,,,,,,,,,,,,,,0,repeat,,,1,
1055,12430,1100,4930,600,,,,,,,,,,,0,,,,2,
1056,4930,600,,,,,,,,,,,,,0,,,,1,
1057,4930,600,3430,850,,,,,,,,,,,0,,,,2,
1058,3430,850,,,,,,,,,,,,,0,,,,1,
1059,3430,850,3430,2850,,,,,,,,,,,0,,,,2,
1060,3430,2850,,,,,,,,,,,,,0,,,,1,
1061,3430,2850,4430,1100,,,,,,,,,,,0,,,,2,
1062,,,,,,,,,,,,,,,0,repeat,,,1,
1063,4430,1100,11930,1600,,,,,,,,,,,0,,,,2,
1064,,,,,,,,,,,,,,,0,repeat,,,1,
1065,11930,1600,5430,600,,,,,,,,,,,0,,,,2,
1066,5430,600,,,,,,,,,,,,,0,,,,1,
1067,5430,600,10680,5100,,,,,,,,,,,0,,,,2,
1068,,,,,,,,,,,,,,,0,repeat,,,1,
1069,10680,5100,9430,4350,,,,,,,,,,,0,,,,2,
1070,,,,,,,,,,,,,,,0,repeat,,,1,
1071,9430,4350,5430,5100,,,,,,,,,,,0,,,,2,
1072,5430,5100,,,,,,,,,,,,,0,,,,1,
1073,5430,5100,1180,1100,,,,,,,,,,,0,,,,2,
1074,1180,1100,,,,,,,,,,,,,0,,,,1,
1075,1180,1100,8680,3850,,,,,,,,,,,0,,,,2,
1076,8680,3850,,,,,,,,,,,,,0,,,,1,
1077,8680,3850,8680,2850,,,,,,,,,,,0,,,,2,
1078,,,,,,,,,,,,,,,0,repeat,,,1,
1079,8680,2850,11680,350,,,,,,,,,,,0,,,,2,
1080,11680,350,,,,,,,,,,,,,0,,,,1,
1081,11680,350,12180,4850,,,,,,,,,,,0,,,,2,
1082,12180,4850,,,,,,,,,,,,,0,,,,1,
1083,12180,4850,8430,2850,,,,,,,,,,,0,,,,2,
1084,,,,,,,,,,,,,,,0,repeat,,,1,
1085,8430,2850,7930,350,,,,,,,,,,,0,,,,2,
1086,,,,,,,,,,,,,,,0,repeat,,,1,
1087,7930,350,1680,3350,,,,,,,,,,,0,,,,2,
1088,1680,3350,,,,,,,,,,,,,0,,,,1,
1089,1680,3350,9680,3350,,,,,,,,,,,0,,,,2,
1090,9680,3350,,,,,,,,,,,,,0,,,,1,
1091,9680,3350,4180,4850,,,,,,,,,,,0,,,,2,
1092,,,,,,,,,,,,,,,0,repeat,,,1,
1093,4180,4850,6680,850,,,,,,,,,,,0,,,,2,
1094,6680,850,,,,,,,,,,,,,0,,,,1,
1095,6680,850,14680,3600,,,,,,,,,,,0,,,,2,
1096,14680,3600,,,,,,,,,,,,,0,,,,1,
1097,14680,3600,1430,600,,,,,,,,,,,0,,,,2,
1098,,,,,,,,,,,,,,,0,repeat,,,1,
1099,1430,600,3930,1850,,,,,,,,,,,0,,,,2,
1100,3930,1850,,,,,,,,,,,,,0,,,,1,
1101,3930,1850,8930,3600,,,,,,,,,,,0,,,,2,
1102,,,,,,,,,,,,,,,0,repeat,,,1,
1103,8930,3600,9930,5100,,,,,,,,,,,0,,,,2,
1104,9930,5100,,,,,,,,,,,,,0,,,,1,
1105,9930,5100,12930,1850,,,,,,,,,,,0,,,,2,
1106,12930,1850,,,,,,,,,,,,,0,,,,1,
1107,12930,1850,14430,1600,,,,,,,,,,,0,,,,2,
1108,14430,1600,,,,,,,,,,,,,0,,,,1,
1109,14430,1600,7430,4850,,,,,,,,,,,0,,,,2,
1110,7430,4850,,,,,,,,,,,,,0,,,,1,
1111,7430,4850,2930,4350,,,,,,,,,,,0,,,,2,
1112,2930,4350,,,,,,,,,,,,,0,,,,1,
1113,2930,4350,3430,850,,,,,,,,,,,0,,,,2,
1114,,,,,,,,,,,,,,,0,repeat,,,1,
1115,3430,850,13430,1100,,,,,,,,,,,0,,,,2,
1116,,,,,,,,,,,,,,,0,repeat,,,1,
1117,13430,1100,5680,4850,,,,,,,,,,,0,,,,2,
1118,,,,,,,,,,,,,,,0,repeat,,,1,
1119,5680,4850,2930,1600,,,,,,,,,,,0,,,,2,
1120,,,,,,,,,,,,,,,0,repeat,,,1,
1121,2930,1600,4680,3600,,,,,,,,,,,0,,,,2,
1122,,,,,,,,,,,,,,,0,repeat,,,1,
1123,4680,3600,930,3100,,,,,,,,,,,0,,,,2,
1124,,,,,,,,,,,,,,,0,repeat,,,1,
1125,930,3100,1930,1350,,,,,,,,,,,0,,,,2,
1126,1930,1350,,,,,,,,,,,,,0,,,,1,
1127,1930,1350,2930,3600,,,,,,,,,,,0,,,,2,
1128,2930,3600,,,,,,,,,,,,,0,,,,1,
1129,2930,3600,2930,2350,,,,,,,,,,,0,,,,2,
1130,2930,2350,,,,,,,,,,,,,0,,,,1,
1131,2930,2350,15180,4100,,,,,,,,,,,0,,,,2,
1132,,,,,,,,,,,,,,,0,repeat,,,1,
1133,15180,4100,15930,1850,,,,,,,,,,,0,,,,2,
1134,15930,1850,,,,,,,,,,,,,0,,,,1,
1135,15930,1850,4680,350,,,,,,,,,,,0,,,,2,
1136,,,,,,,,,,,,,,,0,repeat,,,1,
1137,4680,350,5430,100,,,,,,,,,,,0,,,,2,
1138,5430,100,,,,,,,,,,,,,0,,,,1,
1139,5430,100,2180,2350,,,,,,,,,,,0,,,,2,
1140,2180,2350,,,,,,,,,,,,,0,,,,1,
1141,2180,2350,2930,4600,,,,,,,,,,,0,,,,2,
1142,,,,,,,,,,,,,,,0,repeat,,,1,
1143,2930,4600,4430,4850,,,,,,,,,,,0,,,,2,
1144,4430,4850,,,,,,,,,,,,,0,,,,1,
1145,4430,4850,930,3850,,,,,,,,,,,0,,,,2,
1146,,,,,,,,,,,,,,,0,repeat,,,1,
1147,930,3850,6180,2600,,,,,,,,,,,0,,,,2,
1148,6180,2600,,,,,,,,,,,,,0,,,,1,
1149,6180,2600,11930,3600,,,,,,,,,,,0,,,,2,
1150,11930,3600,,,,,,,,,,,,,0,,,,1,
1151,11930,3600,3180,350,,,,,,,,,,,0,,,,2,
1152,3180,350,,,,,,,,,,,,,0,,,,1,
1153,3180,350,6430,2850,,,,,,,,,,,0,,,,2,
1154,6430,2850,,,,,,,,,,,,,0,,,,1,
1155,6430,2850,2930,1850,,,,,,,,,,,0,,,,2,
1156,2930,1850,,,,,,,,,,,,,0,,,,1,
1157,2930,1850,8680,3350,,,,,,,,,,,0,,,,2,
1158,8680,3350,,,,,,,,,,,,,0,,,,1,
1159,8680,3350,15680,350,,,,,,,,,,,0,,,,2,
1160,15680,350,,,,,,,,,,,,,0,,,,1,
1161,15680,350,430,4100,,,,,,,,,,,0,,,,2,
1162,430,4100,,,,,,,,,,,,,0,,,,1,
1163,430,4100,8430,4100,,,,,,,,,,,0,,,,2,
1164,8430,4100,,,,,,,,,,,,,0,,,,1,
1165,8430,4100,11180,350,,,,,,,,,,,0,,,,2,
1166,,,,,,,,,,,,,,,0,repeat,,,1,
1167,11180,350,10180,1600,,,,,,,,,,,0,,,,2,
1168,10180,1600,,,,,,,,,,,,,0,,,,1,
1169,10180,1600,3430,2100,,,,,,,,,,,0,,,,2,
1170,,,,,,,,,,,,,,,0,repeat,,,1,
1171,3430,2100,4930,2600,,,,,,,,,,,0,,,,2,
1172,4930,2600,,,,,,,,,,,,,0,,,,1,
1173,4930,2600,8180,4600,,,,,,,,,,,0,,,,2,
1174,,,,,,,,,,,,,,,0,repeat,,,1,
1175,8180,4600,7930,1100,,,,,,,,,,,0,,,,2,
1176,,,,,,,,,,,,,,,0,repeat,,,1,
1177,7930,1100,9430,100,,,,,,,,,,,0,,,,2,
1178,9430,100,,,,,,,,,,,,,0,,,,1,
1179,9430,100,4930,3850,,,,,,,,,,,0,,,,2,
1180,4930,3850,,,,,,,,,,,,,0,,,,1,
1181,4930,3850,12930,3850,,,,,,,,,,,0,,,,2,
1182,12930,3850,,,,,,,,,,,,,0,,,,1,
1183,12930,3850,11430,3100,,,,,,,,,,,0,,,,2,
1184,11430,3100,,,,,,,,,,,,,0,,,,1,
1185,11430,3100,13180,2600,,,,,,,,,,,0,,,,2,
1186,,,,,,,,,,,,,,,0,repeat,,,1,
1187,13180,2600,4180,2350,,,,,,,,,,,0,,,,2,
1188,,,,,,,,,,,,,,,0,repeat,,,1,
1189,4180,2350,5430,1600,,,,,,,,,,,0,,,,2,
1190,,,,,,,,,,,,,,,0,repeat,,,1,
1191,5430,1600,4180,850,,,,,,,,,,,0,,,,2,
1192,,,,,,,,,,,,,,,0,repeat,,,1,
1193,4180,850,430,100,,,,,,,,,,,0,,,,2,
1194,,,,,,,,,,,,,,,0,repeat,,,1,
1195,430,100,8180,4600,,,,,,,,,,,0,,,,2,
1196,,,,,,,,,,,,,,,0,repeat,,,1,
1197,8180,4600,14930,2850,,,,,,,,,,,0,,,,2,
1198,14930,2850,,,,,,,,,,,,,0,,,,1,
1199,14930,2850,4680,4600,,,,,,,,,,,0,,,,2,
1200,4680,4600,,,,,,,,,,,,,0,,,,1,
1201,4680,4600,3930,3850,,,,,,,,,,,0,,,,2,
1202,,,,,,,,,,,,,,,0,repeat,,,1,
1203,3930,3850,6930,1850,,,,,,,,,,,0,,,,2,
1204,6930,1850,,,,,,,,,,,,,0,,,,1,
1205,6930,1850,3430,3100,,,,,,,,,,,0,,,,2,
1206,3430,3100,,,,,,,,,,,,,0,,,,1,
1207,3430,3100,3680,4600,,,,,,,,,,,0,,,,2,
1208,3680,4600,,,,,,,,,,,,,0,,,,1,
1209,3680,4600,5180,3600,,,,,,,,,,,0,,,,2,
1210,5180,3600,,,,,,,,,,,,,0,,,,1,
1211,5180,3600,13930,1850,,,,,,,,,,,0,,,,2,
1212,,,,,,,,,,,,,,,0,repeat,,,1,
1213,13930,1850,10930,3100,,,,,,,,,,,0,,,,2,
1214,10930,3100,,,,,,,,,,,,,0,,,,1,
1215,10930,3100,3930,3100,,,,,,,,,,,0,,,,2,
1216,,,,,,,,,,,,,,,0,repeat,,,1,
1217,3930,3100,3430,2850,,,,,,,,,,,0,,,,2,
1218,,,,,,,,,,,,,,,0,repeat,,,1,
1219,3430,2850,4680,3600,,,,,,,,,,,0,,,,2,
1220,,,,,,,,,,,,,,,0,repeat,,,1,
1221,4680,3600,7180,1100,,,,,,,,,,,0,,,,2,
1222,7180,1100,,,,,,,,,,,,,0,,,,1,
1223,7180,1100,12430,350,,,,,,,,,,,0,,,,2,
1224,,,,,,,,,,,,,,,0,repeat,,,1,
1225,12430,350,5930,4350,,,,,,,,,,,0,,,,2,
1226,5930,4350,,,,,,,,,,,,,0,,,,1,
1227,5930,4350,10430,4100,,,,,,,,,,,0,,,,2,
1228,10430,4100,,,,,,,,,,,,,0,,,,1,
1229,10430,4100,680,4100,,,,,,,,,,,0,,,,2,
1230,680,4100,,,,,,,,,,,,,0,,,,1,
1231,680,4100,4430,3850,,,,,,,,,,,0,,,,2,
1232,4430,3850,,,,,,,,,,,,,0,,,,1,
1233,4430,3850,9680,5100,,,,,,,,,,,0,,,,2,
1234,9680,5100,,,,,,,,,,,,,0,,,,1,
1235,9680,5100,1680,100,,,,,,,,,,,0,,,,2,
1236,1680,100,,,,,,,,,,,,,0,,,,1,
1237,1680,100,5680,3100,,,,,,,,,,,0,,,,2,
1238,5680,3100,,,,,,,,,,,,,0,,,,1,
1239,5680,3100,2680,3850,,,,,,,,,,,0,,,,2,
1240,,,,,,,,,,,,,,,0,repeat,,,1,
1241,2680,3850,10180,600,,,,,,,,,,,0,,,,2,
1242,10180,600,,,,,,,,,,,,,0,,,,1,
1243,10180,600,13680,1600,,,,,,,,,,,0,,,,2,
1244,13680,1600,,,,,,,,,,,,,0,,,,1,
1245,13680,1600,13430,600,,,,,,,,,,,0,,,,2,
1246,13430,600,,,,,,,,,,,,,0,,,,1,
1247,13430,600,10680,100,,,,,,,,,,,0,,,,2,
1248,,,,,,,,,,,,,,,0,repeat,,,1,
1249,10680,100,8930,3100,,,,,,,,,,,0,,,,2,
1250,8930,3100,,,,,,,,,,,,,0,,,,1,
1251,8930,3100,14430,2350,,,,,,,,,,,0,,,,2,
1252,,,,,,,,,,,,,,,0,repeat,,,1,
1253,14430,2350,6930,1850,,,,,,,,,,,0,,,,2,
1254,,,,,,,,,,,,,,,0,repeat,,,1,
1255,6930,1850,15930,4100,,,,,,,,,,,0,,,,2,
1256,15930,4100,,,,,,,,,,,,,0,,,,1,
1257,15930,4100,1180,2600,,,,,,,,,,,0,,,,2,
1258,1180,2600,,,,,,,,,,,,,0,,,,1,
1259,1180,2600,930,4350,,,,,,,,,,,0,,,,2,
1260,930,4350,,,,,,,,,,,,,0,,,,1,
1261,930,4350,7680,1350,,,,,,,,,,,0,,,,2,
1262,,,,,,,,,,,,,,,0,repeat,,,1,
1263,7680,1350,14930,1600,,,,,,,,,,,0,,,,2,
1264,14930,1600,,,,,,,,,,,,,0,,,,1,
1265,14930,1600,680,2850,,,,,,,,,,,0,,,,2,
1266,,,,,,,,,,,,,,,0,repeat,,,1,
1267,680,2850,12930,1850,,,,,,,,,,,0,,,,2,
1268,,,,,,,,,,,,,,,0,repeat,,,1,
1269,12930,1850,2430,5100,,,,,,,,,,,0,,,,2,
1270,2430,5100,,,,,,,,,,,,,0,,,,1,
1271,2430,5100,12180,100,,,,,,,,,,,0,,,,2,
1272,,,,,,,,,,,,,,,0,repeat,,,1,
1273,12180,100,10180,4350,,,,,,,,,,,0,,,,2,
1274,10180,4350,,,,,,,,,,,,,0,,,,1,
1275,10180,4350,5430,4850,,,,,,,,,,,0,,,,2,
1276,5430,4850,,,,,,,,,,,,,0,,,,1,
1277,5430,4850,12180,3850,,,,,,,,,,,0,,,,2,
1278,12180,3850,,,,,,,,,,,,,0,,,,1,
1279,12180,3850,2680,4350,,,,,,,,,,,0,,,,2,
1280,2680,4350,,,,,,,,,,,,,0,,,,1,
1281,2680,4350,930,4350,,,,,,,,,,,0,,,,2,
1282,,,,,,,,,,,,,,,0,repeat,,,1,
1283,930,4350,2430,1850,,,,,,,,,,,0,,,,2,
1284,,,,,,,,,,,,,,,0,repeat,,,1,
1285,2430,1850,1930,850,,,,,,,,,,,0,,,,2,
1286,1930,850,,,,,,,,,,,,,0,,,,1,
1287,1930,850,8680,4100,,,,,,,,,,,0,,,,2,
1288,8680,4100,,,,,,,,,,,,,0,,,,1,
1289,8680,4100,15430,1100,,,,,,,,,,,0,,,,2,
1290,15430,1100,,,,,,,,,,,,,0,,,,1,
1291,15430,1100,1680,1100,,,,,,,,,,,0,,,,2,
1292,1680,1100,,,,,,,,,,,,,0,,,,1,
1293,1680,1100,4430,100,,,,,,,,,,,0,,,,2,
1294,4430,100,,,,,,,,,,,,,0,,,,1,
1295,4430,100,13930,1350,,,,,,,,,,,0,,,,2,
1296,13930,1350,,,,,,,,,,,,,0,,,,1,
1297,13930,1350,3680,4850,,,,,,,,,,,0,,,,2,
1298,3680,4850,,,,,,,,,,,,,0,,,,1,
1299,3680,4850,14180,2100,,,,,,,,,,,0,,,,2,
1300,,,,,,,,,,,,,,,0,repeat,,,1,
1301,14180,2100,14680,600,,,,,,,,,,,0,,,,2,
1302,14680,600,,,,,,,,,,,,,0,,,,1,
1303,14680,600,7180,4350,,,,,,,,,,,0,,,,2,
1304,7180,4350,,,,,,,,,,,,,0,,,,1,
1305,7180,4350,4180,3850,,,,,,,,,,,0,,,,2,
1306,4180,3850,,,,,,,,,,,,,0,,,,1,
1307,4180,3850,14930,2100,,,,,,,,,,,0,,,,2,
1308,,,,,,,,,,,,,,,0,repeat,,,1,
1309,14930,2100,1930,3100,,,,,,,,,,,0,,,,2,
1310,1930,3100,,,,,,,,,,,,,0,,,,1,
1311,1930,3100,8180,3100,,,,,,,,,,,0,,,,2,
1312,,,,,,,,,,,,,,,0,repeat,,,1,
1313,8180,3100,10930,5100,,,,,,,,,,,0,,,,2,
1314,,,,,,,,,,,,,,,0,repeat,,,1,
1315,10930,5100,7430,2850,,,,,,,,,,,0,,,,2,
1316,7430,2850,,,,,,,,,,,,,0,,,,1,
1317,7430,2850,180,2100,,,,,,,,,,,0,,,,2,
1318,,,,,,,,,,,,,,,0,repeat,,,1,
1319,180,2100,11430,5100,,,,,,,,,,,0,,,,2,
1320,,,,,,,,,,,,,,,0,repeat,,,1,
1321,11430,5100,9430,3350,,,,,,,,,,,0,,,,2,
1322,,,,,,,,,,,,,,,0,repeat,,,1,
1323,9430,3350,15430,3850,,,,,,,,,,,0,,,,2,
1324,15430,3850,,,,,,,,,,,,,0,,,,1,
1325,15430,3850,12680,1850,,,,,,,,,,,0,,,,2,
1326,12680,1850,,,,,,,,,,,,,0,,,,1,
1327,12680,1850,11680,1100,,,,,,,,,,,0,,,,2,
1328,11680,1100,,,,,,,,,,,,,0,,,,1,
1329,11680,1100,14430,3100,,,,,,,,,,,0,,,,2,
1330,,,,,,,,,,,,,,,0,repeat,,,1,
1331,14430,3100,12180,1350,,,,,,,,,,,0,,,,2,
1332,12180,1350,,,,,,,,,,,,,0,,,,1,
1333,12180,1350,10430,1100,,,,,,,,,,,0,,,,2,
1334,,,,,,,,,,,,,,,0,repeat,,,1,
1335,10430,1100,4180,1100,,,,,,,,,,,0,,,,2,
1336,,,,,,,,,,,,,,,0,repeat,,,1,
1337,4180,1100,9430,4600,,,,,,,,,,,0,,,,2,
1338,9430,4600,,,,,,,,,,,,,0,,,,1,
1339,9430,4600,8930,3600,,,,,,,,,,,0,,,,2,
1340,,,,,,,,,,,,,,,0,repeat,,,1,
1341,8930,3600,180,4100,,,,,,,,,,,0,,,,2,
1342,180,4100,,,,,,,,,,,,,0,,,,1,
1343,180,4100,14430,4350,,,,,,,,,,,0,,,,2,
1344,14430,4350,,,,,,,,,,,,,0,,,,1,
1345,14430,4350,12680,2350,,,,,,,,,,,0,,,,2,
1346,12680,2350,,,,,,,,,,,,,0,,,,1,
1347,12680,2350,12180,350,,,,,,,,,,,0,,,,2,
1348,12180,350,,,,,,,,,,,,,0,,,,1,
1349,12180,350,3180,4350,,,,,,,,,,,0,,,,2,
1350,3180,4350,,,,,,,,,,,,,0,,,,1,
1351,3180,4350,15180,1600,,,,,,,,,,,0,,,,2,
1352,15180,1600,,,,,,,,,,,,,0,,,,1,
1353,15180,1600,9180,4850,,,,,,,,,,,0,,,,2,
1354,9180,4850,,,,,,,,,,,,,0,,,,1,
1355,9180,4850,9680,850,,,,,,,,,,,0,,,,2,
1356,,,,,,,,,,,,,,,0,repeat,,,1,
1357,9680,850,7680,1100,,,,,,,,,,,0,,,,2,
1358,,,,,,,,,,,,,,,0,repeat,,,1,
1359,7680,1100,4930,4600,,,,,,,,,,,0,,,,2,
1360,4930,4600,,,,,,,,,,,,,0,,,,1,
1361,4930,4600,11180,1600,,,,,,,,,,,0,,,,2,
1362,11180,1600,,,,,,,,,,,,,0,,,,1,
1363,11180,1600,3680,850,,,,,,,,,,,0,,,,2,
1364,3680,850,,,,,,,,,,,,,0,,,,1,
1365,3680,850,15180,4850,,,,,,,,,,,0,,,,2,
1366,15180,4850,,,,,,,,,,,,,0,,,,1,
1367,15180,4850,930,4350,,,,,,,,,,,0,,,,2,
1368,,,,,,,,,,,,,,,0,repeat,,,1,
1369,930,4350,8430,850,,,,,,,,,,,0,,,,2,
1370,8430,850,,,,,,,,,,,,,0,,,,1,
1371,8430,850,13680,4850,,,,,,,,,,,0,,,,2,
1372,13680,4850,,,,,,,,,,,,,0,,,,1,
1373,13680,4850,14180,1100,,,,,,,,,,,0,,,,2,
1374,14180,1100,,,,,,,,,,,,,0,,,,1,
1375,14180,1100,10680,1850,,,,,,,,,,,0,,,,2,
1376,,,,,,,,,,,,,,,0,repeat,,,1,
1377,10680,1850,7430,2600,,,,,,,,,,,0,,,,2,
1378,7430,2600,,,,,,,,,,,,,0,,,,1,
1379,7430,2600,7430,4350,,,,,,,,,,,0,,,,2,
1380,7430,4350,,,,,,,,,,,,,0,,,,1,
1381,7430,4350,4180,4600,,,,,,,,,,,0,,,,2,
1382,4180,4600,,,,,,,,,,,,,0,,,,1,
1383,4180,4600,9180,100,,,,,,,,,,,0,,,,2,
1384,,,,,,,,,,,,,,,0,repeat,,,1,
1385,9180,100,14930,600,,,,,,,,,,,0,,,,2,
1386,,,,,,,,,,,,,,,0,repeat,,,1,
1387,14930,600,430,3350,,,,,,,,,,,0,,,,2,
1388,430,3350,,,,,,,,,,,,,0,,,,1,
1389,430,3350,680,600,,,,,,,,,,,0,,,,2,
1390,680,600,,,,,,,,,,,,,0,,,,1,
1391,680,600,13180,4850,,,,,,,,,,,0,,,,2,
1392,13180,4850,,,,,,,,,,,,,0,,,,1,
1393,13180,4850,7680,3100,,,,,,,,,,,0,,,,2,
1394,7680,3100,,,,,,,,,,,,,0,,,,1,
1395,7680,3100,5430,1850,,,,,,,,,,,0,,,,2,
